code,count,percent,code_int,label,col_name,q_no,question_text,multi_group
1.0,884,27.174915462649864,1,1.0,v203_num,Q52.g,How well is your current graduate degree preparing you to carry out each of the following activities? Developing a business plan [numeric],
2.0,815,25.053796495542574,2,2.0,v203_num,Q52.g,How well is your current graduate degree preparing you to carry out each of the following activities? Developing a business plan [numeric],
3.0,653,20.07377805102982,3,3.0,v203_num,Q52.g,How well is your current graduate degree preparing you to carry out each of the following activities? Developing a business plan [numeric],
4.0,502,15.431909007070397,4,4.0,v203_num,Q52.g,How well is your current graduate degree preparing you to carry out each of the following activities? Developing a business plan [numeric],
5.0,279,8.576698432216416,5,5.0,v203_num,Q52.g,How well is your current graduate degree preparing you to carry out each of the following activities? Developing a business plan [numeric],
6.0,119,3.6581616968951733,6,6.0,v203_num,Q52.g,How well is your current graduate degree preparing you to carry out each of the following activities? Developing a business plan [numeric],
,1,0.03074085459575776,,,v203_num,Q52.g,How well is your current graduate degree preparing you to carry out each of the following activities? Developing a business plan [numeric],
1.0,841,25.85305871503228,1,1.0,v204_num,Q52.h,How well is your current graduate degree preparing you to carry out each of the following activities? Managing people [numeric],
2.0,765,23.51675376575469,2,2.0,v204_num,Q52.h,How well is your current graduate degree preparing you to carry out each of the following activities? Managing people [numeric],
3.0,654,20.104518905625575,3,3.0,v204_num,Q52.h,How well is your current graduate degree preparing you to carry out each of the following activities? Managing people [numeric],
4.0,482,14.817091915155242,4,4.0,v204_num,Q52.h,How well is your current graduate degree preparing you to carry out each of the following activities? Managing people [numeric],
5.0,279,8.576698432216416,5,5.0,v204_num,Q52.h,How well is your current graduate degree preparing you to carry out each of the following activities? Managing people [numeric],
6.0,231,7.1011374116200425,6,6.0,v204_num,Q52.h,How well is your current graduate degree preparing you to carry out each of the following activities? Managing people [numeric],
,1,0.03074085459575776,,,v204_num,Q52.h,How well is your current graduate degree preparing you to carry out each of the following activities? Managing people [numeric],
1.0,870,26.744543498309252,1,1.0,v205_num,Q52.i,How well is your current graduate degree preparing you to carry out each of the following activities? Managing a large operational budget [numeric],
2.0,742,22.80971411005226,2,2.0,v205_num,Q52.i,How well is your current graduate degree preparing you to carry out each of the following activities? Managing a large operational budget [numeric],
3.0,714,21.948970181371042,3,3.0,v205_num,Q52.i,How well is your current graduate degree preparing you to carry out each of the following activities? Managing a large operational budget [numeric],
4.0,480,14.755610205963727,4,4.0,v205_num,Q52.i,How well is your current graduate degree preparing you to carry out each of the following activities? Managing a large operational budget [numeric],
5.0,316,9.714110052259453,5,5.0,v205_num,Q52.i,How well is your current graduate degree preparing you to carry out each of the following activities? Managing a large operational budget [numeric],
6.0,130,3.996311097448509,6,6.0,v205_num,Q52.i,How well is your current graduate degree preparing you to carry out each of the following activities? Managing a large operational budget [numeric],
,1,0.03074085459575776,,,v205_num,Q52.i,How well is your current graduate degree preparing you to carry out each of the following activities? Managing a large operational budget [numeric],
1.0,1436,44.14386719950814,1,1.0,v206_num,Q53.a,I feel that my graduate degree program is preparing me well for a research career [numeric],
2.0,1059,32.554565016907475,2,2.0,v206_num,Q53.a,I feel that my graduate degree program is preparing me well for a research career [numeric],
3.0,339,10.421149707961881,3,3.0,v206_num,Q53.a,I feel that my graduate degree program is preparing me well for a research career [numeric],
4.0,267,8.207808177067323,4,4.0,v206_num,Q53.a,I feel that my graduate degree program is preparing me well for a research career [numeric],
5.0,108,3.3200122963418384,5,5.0,v206_num,Q53.a,I feel that my graduate degree program is preparing me well for a research career [numeric],
6.0,43,1.3218567476175838,6,6.0,v206_num,Q53.a,I feel that my graduate degree program is preparing me well for a research career [numeric],
,1,0.03074085459575776,,,v206_num,Q53.a,I feel that my graduate degree program is preparing me well for a research career [numeric],
1.0,891,27.390101444820164,1,1.0,v207_num,Q53.b,I feel that my graduate degree program is preparing me well for a non-research science-related career [numeric],
2.0,803,24.684906240393484,2,2.0,v207_num,Q53.b,I feel that my graduate degree program is preparing me well for a non-research science-related career [numeric],
3.0,699,21.487857362434674,3,3.0,v207_num,Q53.b,I feel that my graduate degree program is preparing me well for a non-research science-related career [numeric],
4.0,425,13.06486320319705,4,4.0,v207_num,Q53.b,I feel that my graduate degree program is preparing me well for a non-research science-related career [numeric],
5.0,287,8.822625268982478,5,5.0,v207_num,Q53.b,I feel that my graduate degree program is preparing me well for a non-research science-related career [numeric],
6.0,147,4.518905625576391,6,6.0,v207_num,Q53.b,I feel that my graduate degree program is preparing me well for a non-research science-related career [numeric],
,1,0.03074085459575776,,,v207_num,Q53.b,I feel that my graduate degree program is preparing me well for a non-research science-related career [numeric],
