resp_id,degree_label,degree_code_int,region_continent,hours_level,high_stress_group,v089,v089_code,worklife_score,v084_num,degree_duration_text,degree_duration_years,degree_progress_text,degree_progress_years,study_in_home_country,study_in_home_country_flag,high_hours_flag,low_worklife_flag,high_hours_only_flag,low_worklife_only_flag,both_high_hours_and_low_wlb_flag,v079_num,v091_num,v097_num,v100_num,v101_num,supervisor_support_raw,institution_support_raw,supervisor_z,institution_z,supervisor_cat,institution_cat,support_quadrant_label,degree_prep_code,degree_prep_label,caring_responsibility_code,caring_responsibility_label
1684,Doctorate,1.0,Australasia,medium,0,31-40 hours,3.0,6.0,6.0,3 years,3.0,Less than a year,0.5,Yes,1.0,0,0,0,0,0,2.0,2.0,2.0,1.0,5.0,2.0,2.6666666666666665,-0.6528728651728645,-0.2374083328797255,Low,Medium,Low supervisor / Medium institution,1.0,Very well,2.0,Strongly agree
1685,Doctorate,1.0,Australasia,high,1,51-60 hours,2.0,1.0,5.0,4 years,4.0,2 years,2.0,Yes,1.0,1,1,0,0,1,6.0,5.0,1.0,1.0,1.0,5.5,1.0,1.781524825702662,-1.6465724817634069,High,Low,High supervisor / Low institution,1.0,Very well,1.0,Somewhat agree
1686,Dual degree,3.0,Asia,medium,0,31-40 hours,3.0,7.0,7.0,3 years,3.0,3 years,3.0,Yes,1.0,0,0,0,0,0,1.0,2.0,6.0,1.0,5.0,1.5,4.0,-1.0006439638693685,0.8899229862272199,Low,High,Low supervisor / High institution,1.0,Very well,2.0,Strongly agree
1687,Doctorate,1.0,Australasia,high,1,41-50 hours,1.0,3.0,1.0,4 years,4.0,Less than a year,0.5,Yes,1.0,1,1,0,0,1,5.0,3.0,1.0,1.0,3.0,4.0,1.6666666666666667,0.7382115296131505,-1.0829068222099345,High,Low,High supervisor / Low institution,2.0,Well,6.0,Unsure
1688,Master's,2.0,Asia,high,0,41-50 hours,1.0,4.0,3.0,3 years,3.0,2 years,2.0,Yes,1.0,1,0,1,0,0,3.0,5.0,2.0,1.0,5.0,4.0,2.6666666666666665,0.7382115296131505,-0.2374083328797255,High,Medium,High supervisor / Medium institution,2.0,Well,1.0,Somewhat agree
1689,Doctorate,1.0,Asia,very_high,1,71-80 hours,6.0,3.0,1.0,4 years,4.0,2 years,2.0,No,0.0,1,1,0,0,1,2.0,2.0,2.0,3.0,1.0,2.0,2.0,-0.6528728651728645,-0.801073992433198,Low,Low,Low supervisor / Low institution,2.0,Well,3.0,Neither agree nor disagree
1690,Doctorate,1.0,Asia,high,0,51-60 hours,2.0,5.0,2.0,4 years,4.0,Less than a year,0.5,Yes,1.0,1,0,1,0,0,1.0,1.0,3.0,1.0,1.0,1.0,1.6666666666666667,-1.348415062565872,-1.0829068222099345,Low,Low,Low supervisor / Low institution,1.0,Very well,1.0,Somewhat agree
1691,Doctorate,1.0,South America,low,0,Less than 11 hours,9.0,4.0,3.0,4 years,4.0,3 years,3.0,Yes,1.0,0,0,0,0,0,2.0,1.0,5.0,4.0,2.0,1.5,3.6666666666666665,-1.0006439638693685,0.6080901564504835,Low,High,Low supervisor / High institution,2.0,Well,1.0,Somewhat agree
1692,Doctorate,1.0,Europe,high,1,41-50 hours,1.0,3.0,1.0,4 years,4.0,Less than a year,0.5,Yes,1.0,1,1,0,0,1,1.0,2.0,6.0,3.0,2.0,1.5,3.6666666666666665,-1.0006439638693685,0.6080901564504835,Low,High,Low supervisor / High institution,2.0,Well,1.0,Somewhat agree
1693,Master's,2.0,Asia,high,0,41-50 hours,1.0,4.0,3.0,6 years,6.0,1 year,1.0,Yes,1.0,1,0,1,0,0,2.0,2.0,2.0,1.0,5.0,2.0,2.6666666666666665,-0.6528728651728645,-0.2374083328797255,Low,Medium,Low supervisor / Medium institution,1.0,Very well,2.0,Strongly agree
1694,Doctorate,1.0,Asia,high,1,51-60 hours,2.0,3.0,1.0,5 years ,5.0,Less than a year,0.5,Yes,1.0,1,1,0,0,1,5.0,4.0,2.0,1.0,2.0,4.5,1.6666666666666667,1.0859826283096543,-1.0829068222099345,High,Low,High supervisor / Low institution,2.0,Well,1.0,Somewhat agree
1695,Master's,2.0,Asia,medium,0,31-40 hours,3.0,2.0,4.0,2 years,2.0,1 year,1.0,No,0.0,0,1,0,1,0,6.0,3.0,3.0,4.0,1.0,4.5,2.6666666666666665,1.0859826283096543,-0.2374083328797255,High,Medium,High supervisor / Medium institution,4.0,Badly,4.0,Somewhat disagree
1696,Doctorate,1.0,Europe,high,1,41-50 hours,1.0,2.0,4.0,4 years,4.0,1 year,1.0,No,0.0,1,1,0,0,1,6.0,4.0,3.0,2.0,2.0,5.0,2.333333333333333,1.433753727006158,-0.5192411626564616,High,Low,High supervisor / Low institution,2.0,Well,1.0,Somewhat agree
1697,Doctorate,1.0,Europe,low,0,11-20 hours,8.0,3.0,1.0,3 years,3.0,1 year,1.0,No,0.0,0,1,0,1,0,1.0,6.0,2.0,1.0,2.0,3.5,1.6666666666666667,0.3904404309166467,-1.0829068222099345,Medium,Low,Medium supervisor / Low institution,4.0,Badly,1.0,Somewhat agree
1698,Doctorate,1.0,Europe,medium,0,31-40 hours,3.0,5.0,2.0,1 year,1.0,3 years,3.0,Yes,1.0,0,0,0,0,0,1.0,2.0,2.0,3.0,5.0,1.5,3.333333333333333,-1.0006439638693685,0.3262573266737473,Low,Medium,Low supervisor / Medium institution,1.0,Very well,2.0,Strongly agree
1699,Doctorate,1.0,Australasia,high,1,41-50 hours,1.0,1.0,5.0,4 years,4.0,4 years,4.0,Yes,1.0,1,1,0,0,1,2.0,1.0,2.0,1.0,3.0,1.5,2.0,-1.0006439638693685,-0.801073992433198,Low,Low,Low supervisor / Low institution,3.0,Neither well nor badly,2.0,Strongly agree
1700,Master's,2.0,Asia,low,0,Less than 11 hours,9.0,3.0,1.0,4 years,4.0,5 years,5.0,Yes,1.0,0,1,0,1,0,2.0,3.0,6.0,1.0,2.0,2.5,3.0,-0.3051017664763607,0.0444244968970109,Medium,Medium,Medium supervisor / Medium institution,2.0,Well,1.0,Somewhat agree
1701,Doctorate,1.0,Europe,high,1,51-60 hours,2.0,3.0,1.0,4 years,4.0,3 years,3.0,Yes,1.0,1,1,0,0,1,3.0,1.0,5.0,2.0,1.0,2.0,2.6666666666666665,-0.6528728651728645,-0.2374083328797255,Low,Medium,Low supervisor / Medium institution,1.0,Very well,1.0,Somewhat agree
1702,Master's,2.0,Africa,high,1,51-60 hours,2.0,3.0,1.0,2 years,2.0,2 years,2.0,Yes,1.0,1,1,0,0,1,1.0,1.0,4.0,5.0,4.0,1.0,4.333333333333333,-1.348415062565872,1.1717558160039558,Low,High,Low supervisor / High institution,1.0,Very well,2.0,Strongly agree
1703,Doctorate,1.0,Europe,medium,0,31-40 hours,3.0,5.0,2.0,3 years,3.0,Less than a year,0.5,Yes,1.0,0,0,0,0,0,5.0,4.0,4.0,5.0,2.0,4.5,3.6666666666666665,1.0859826283096543,0.6080901564504835,High,High,High supervisor / High institution,4.0,Badly,4.0,Somewhat disagree
1704,Doctorate,1.0,Africa,high,0,41-50 hours,1.0,5.0,2.0,3 years,3.0,Less than a year,0.5,Yes,1.0,1,0,1,0,0,1.0,2.0,1.0,5.0,2.0,1.5,2.6666666666666665,-1.0006439638693685,-0.2374083328797255,Low,Medium,Low supervisor / Medium institution,2.0,Well,2.0,Strongly agree
1705,Doctorate,1.0,Europe,high,1,41-50 hours,1.0,3.0,1.0,5 years ,5.0,3 years,3.0,Yes,1.0,1,1,0,0,1,1.0,6.0,5.0,6.0,2.0,3.5,4.333333333333333,0.3904404309166467,1.1717558160039558,Medium,High,Medium supervisor / High institution,2.0,Well,1.0,Somewhat agree
1706,Doctorate,1.0,Europe,high,0,41-50 hours,1.0,4.0,3.0,4 years,4.0,1 year,1.0,No,0.0,1,0,1,0,0,4.0,3.0,7.0,3.0,7.0,3.5,5.666666666666667,0.3904404309166467,2.2990871351109017,Medium,High,Medium supervisor / High institution,1.0,Very well,1.0,Somewhat agree
1707,Doctorate,1.0,Europe,high,1,41-50 hours,1.0,3.0,1.0,5 years ,5.0,4 years,4.0,Yes,1.0,1,1,0,0,1,5.0,3.0,3.0,2.0,3.0,4.0,2.6666666666666665,0.7382115296131505,-0.2374083328797255,High,Medium,High supervisor / Medium institution,1.0,Very well,4.0,Somewhat disagree
1708,Doctorate,1.0,Europe,high,1,41-50 hours,1.0,3.0,1.0,3 years,3.0,2 years,2.0,No,0.0,1,1,0,0,1,5.0,3.0,1.0,4.0,2.0,4.0,2.333333333333333,0.7382115296131505,-0.5192411626564616,High,Low,High supervisor / Low institution,1.0,Very well,2.0,Strongly agree
1709,Doctorate,1.0,Asia,very_high,1,61-70 hours,4.0,2.0,4.0,4 years,4.0,Less than a year,0.5,Yes,1.0,1,1,0,0,1,2.0,2.0,4.0,5.0,4.0,2.0,4.333333333333333,-0.6528728651728645,1.1717558160039558,Low,High,Low supervisor / High institution,2.0,Well,1.0,Somewhat agree
1710,Doctorate,1.0,Africa,medium,0,31-40 hours,3.0,2.0,4.0,5 years ,5.0,4 years,4.0,Yes,1.0,0,1,0,1,0,6.0,4.0,4.0,7.0,7.0,5.0,6.0,1.433753727006158,2.580919964887637,High,High,High supervisor / High institution,3.0,Neither well nor badly,4.0,Somewhat disagree
1711,Doctorate,1.0,Europe,high,0,41-50 hours,1.0,4.0,3.0,5 years ,5.0,Less than a year,0.5,No,0.0,1,0,1,0,0,4.0,1.0,2.0,2.0,1.0,2.5,1.6666666666666667,-0.3051017664763607,-1.0829068222099345,Medium,Low,Medium supervisor / Low institution,2.0,Well,1.0,Somewhat agree
1712,Master's,2.0,Europe,high,0,51-60 hours,2.0,4.0,3.0,2 years,2.0,1 year,1.0,Yes,1.0,1,0,1,0,0,2.0,1.0,2.0,1.0,2.0,1.5,1.6666666666666667,-1.0006439638693685,-1.0829068222099345,Low,Low,Low supervisor / Low institution,1.0,Very well,1.0,Somewhat agree
1713,Doctorate,1.0,Europe,high,1,41-50 hours,1.0,3.0,1.0,3 years,3.0,Less than a year,0.5,Yes,1.0,1,1,0,0,1,2.0,1.0,4.0,4.0,1.0,1.5,3.0,-1.0006439638693685,0.0444244968970109,Low,Medium,Low supervisor / Medium institution,1.0,Very well,2.0,Strongly agree
1714,Doctorate,1.0,Europe,medium,0,31-40 hours,3.0,3.0,1.0,4 years,4.0,4 years,4.0,Yes,1.0,0,1,0,1,0,5.0,1.0,2.0,2.0,6.0,3.0,3.333333333333333,0.042669332220143,0.3262573266737473,Medium,Medium,Medium supervisor / Medium institution,2.0,Well,1.0,Somewhat agree
1715,Doctorate,1.0,Europe,high,1,51-60 hours,2.0,1.0,5.0,7 years,7.0,7 years,7.0,Yes,1.0,1,1,0,0,1,4.0,4.0,4.0,5.0,4.0,4.0,4.333333333333333,0.7382115296131505,1.1717558160039558,High,High,High supervisor / High institution,3.0,Neither well nor badly,3.0,Neither agree nor disagree
1716,Master's,2.0,Asia,high,1,41-50 hours,1.0,3.0,1.0,3 years,3.0,1 year,1.0,Yes,1.0,1,1,0,0,1,4.0,5.0,3.0,1.0,1.0,4.5,1.6666666666666667,1.0859826283096543,-1.0829068222099345,High,Low,High supervisor / Low institution,3.0,Neither well nor badly,5.0,Strongly disagree
1717,Master's,2.0,Europe,medium,0,31-40 hours,3.0,1.0,5.0,3 years,3.0,2 years,2.0,Yes,1.0,0,1,0,1,0,8.0,6.0,1.0,7.0,1.0,7.0,3.0,2.824838121792173,0.0444244968970109,High,Medium,High supervisor / Medium institution,2.0,Well,2.0,Strongly agree
1718,Doctorate,1.0,Europe,very_high,1,More than 80 hours,7.0,3.0,1.0,3 years,3.0,2 years,2.0,Yes,1.0,1,1,0,0,1,2.0,1.0,4.0,5.0,4.0,1.5,4.333333333333333,-1.0006439638693685,1.1717558160039558,Low,High,Low supervisor / High institution,1.0,Very well,1.0,Somewhat agree
1719,Master's,2.0,Asia,very_high,1,71-80 hours,6.0,1.0,5.0,3 years,3.0,1 year,1.0,Yes,1.0,1,1,0,0,1,6.0,3.0,1.0,4.0,3.0,4.5,2.6666666666666665,1.0859826283096543,-0.2374083328797255,High,Medium,High supervisor / Medium institution,2.0,Well,5.0,Strongly disagree
1720,Master's,2.0,Africa,high,0,41-50 hours,1.0,4.0,3.0,4 years,4.0,Less than a year,0.5,Yes,1.0,1,0,1,0,0,1.0,2.0,3.0,4.0,2.0,1.5,3.0,-1.0006439638693685,0.0444244968970109,Low,Medium,Low supervisor / Medium institution,1.0,Very well,2.0,Strongly agree
1721,Doctorate,1.0,Europe,very_high,1,61-70 hours,4.0,3.0,1.0,4 years,4.0,5 years,5.0,No,0.0,1,1,0,0,1,6.0,4.0,4.0,2.0,4.0,5.0,3.333333333333333,1.433753727006158,0.3262573266737473,High,Medium,High supervisor / Medium institution,2.0,Well,3.0,Neither agree nor disagree
1722,Doctorate,1.0,Europe,high,0,41-50 hours,1.0,7.0,7.0,3 years,3.0,2 years,2.0,Yes,1.0,1,0,1,0,0,2.0,2.0,7.0,7.0,5.0,2.0,6.333333333333333,-0.6528728651728645,2.862752794664374,Low,High,Low supervisor / High institution,1.0,Very well,2.0,Strongly agree
1723,Doctorate,1.0,Europe,high,0,41-50 hours,1.0,6.0,6.0,3 years,3.0,Less than a year,0.5,No,0.0,1,0,1,0,0,1.0,2.0,5.0,1.0,2.0,1.5,2.6666666666666665,-1.0006439638693685,-0.2374083328797255,Low,Medium,Low supervisor / Medium institution,1.0,Very well,2.0,Strongly agree
1724,Doctorate,1.0,Europe,high,1,41-50 hours,1.0,1.0,5.0,3 years,3.0,Less than a year,0.5,Yes,1.0,1,1,0,0,1,4.0,5.0,7.0,7.0,1.0,4.5,5.0,1.0859826283096543,1.7354214755574289,High,High,High supervisor / High institution,1.0,Very well,1.0,Somewhat agree
1725,Doctorate,1.0,Asia,high,0,51-60 hours,2.0,4.0,3.0,4 years,4.0,4 years,4.0,Yes,1.0,1,0,1,0,0,4.0,1.0,3.0,1.0,1.0,2.5,1.6666666666666667,-0.3051017664763607,-1.0829068222099345,Medium,Low,Medium supervisor / Low institution,2.0,Well,1.0,Somewhat agree
1726,Doctorate,1.0,Asia,high,1,41-50 hours,1.0,2.0,4.0,4 years,4.0,5 years,5.0,Yes,1.0,1,1,0,0,1,7.0,3.0,1.0,4.0,4.0,5.0,3.0,1.433753727006158,0.0444244968970109,High,Medium,High supervisor / Medium institution,2.0,Well,3.0,Neither agree nor disagree
1727,Doctorate,1.0,Asia,medium,0,31-40 hours,3.0,5.0,2.0,5 years ,5.0,3 years,3.0,Yes,1.0,0,0,0,0,0,2.0,2.0,1.0,5.0,2.0,2.0,2.6666666666666665,-0.6528728651728645,-0.2374083328797255,Low,Medium,Low supervisor / Medium institution,2.0,Well,2.0,Strongly agree
1728,Doctorate,1.0,Europe,high,1,51-60 hours,2.0,2.0,4.0,4 years,4.0,3 years,3.0,Yes,1.0,1,1,0,0,1,6.0,4.0,3.0,2.0,4.0,5.0,3.0,1.433753727006158,0.0444244968970109,High,Medium,High supervisor / Medium institution,2.0,Well,4.0,Somewhat disagree
1729,Doctorate,1.0,Europe,high,1,51-60 hours,2.0,1.0,5.0,6 years,6.0,5 years,5.0,Yes,1.0,1,1,0,0,1,6.0,4.0,4.0,5.0,4.0,5.0,4.333333333333333,1.433753727006158,1.1717558160039558,High,High,High supervisor / High institution,3.0,Neither well nor badly,5.0,Strongly disagree
1730,Doctorate,1.0,Europe,medium,0,31-40 hours,3.0,4.0,3.0,3 years,3.0,Less than a year,0.5,Yes,1.0,0,0,0,0,0,1.0,3.0,7.0,4.0,1.0,2.0,4.0,-0.6528728651728645,0.8899229862272199,Low,High,Low supervisor / High institution,1.0,Very well,1.0,Somewhat agree
1731,Doctorate,1.0,Europe,low,0,Less than 11 hours,9.0,4.0,3.0,4 years,4.0,4 years,4.0,No,0.0,0,0,0,0,0,4.0,4.0,3.0,4.0,3.0,4.0,3.333333333333333,0.7382115296131505,0.3262573266737473,High,Medium,High supervisor / Medium institution,3.0,Neither well nor badly,1.0,Somewhat agree
1732,Doctorate,1.0,Europe,very_high,1,61-70 hours,4.0,3.0,1.0,3 years,3.0,Less than a year,0.5,Yes,1.0,1,1,0,0,1,3.0,5.0,7.0,1.0,1.0,4.0,3.0,0.7382115296131505,0.0444244968970109,High,Medium,High supervisor / Medium institution,1.0,Very well,1.0,Somewhat agree
1733,Doctorate,1.0,Europe,medium,0,31-40 hours,3.0,4.0,3.0,3 years,3.0,Less than a year,0.5,Yes,1.0,0,0,0,0,0,1.0,1.0,3.0,3.0,2.0,1.0,2.6666666666666665,-1.348415062565872,-0.2374083328797255,Low,Medium,Low supervisor / Medium institution,2.0,Well,2.0,Strongly agree
1734,Master's,2.0,Africa,very_high,0,61-70 hours,4.0,,8.0,2 years,2.0,2 years,2.0,No,0.0,1,0,1,0,0,6.0,2.0,1.0,3.0,5.0,4.0,3.0,0.7382115296131505,0.0444244968970109,High,Medium,High supervisor / Medium institution,1.0,Very well,2.0,Strongly agree
1735,Doctorate,1.0,Europe,low,0,11-20 hours,8.0,,8.0,4 years,4.0,1 year,1.0,No,0.0,0,0,0,0,0,3.0,1.0,6.0,6.0,1.0,2.0,4.333333333333333,-0.6528728651728645,1.1717558160039558,Low,High,Low supervisor / High institution,2.0,Well,1.0,Somewhat agree
1736,Doctorate,1.0,Europe,high,0,51-60 hours,2.0,4.0,3.0,3 years,3.0,Less than a year,0.5,No,0.0,1,0,1,0,0,3.0,5.0,5.0,6.0,6.0,4.0,5.666666666666667,0.7382115296131505,2.2990871351109017,High,High,High supervisor / High institution,2.0,Well,1.0,Somewhat agree
1737,Master's,2.0,Europe,medium,0,31-40 hours,3.0,5.0,2.0,2 years,2.0,1 year,1.0,No,0.0,0,0,0,0,0,5.0,3.0,2.0,1.0,1.0,4.0,1.3333333333333333,0.7382115296131505,-1.3647396519866708,High,Low,High supervisor / Low institution,2.0,Well,6.0,Unsure
1738,Doctorate,1.0,Europe,medium,0,31-40 hours,3.0,6.0,6.0,4 years,4.0,2 years,2.0,Yes,1.0,0,0,0,0,0,2.0,3.0,1.0,3.0,1.0,2.5,1.6666666666666667,-0.3051017664763607,-1.0829068222099345,Medium,Low,Medium supervisor / Low institution,2.0,Well,1.0,Somewhat agree
1739,Master's,2.0,Europe,medium,0,31-40 hours,3.0,3.0,1.0,2 years,2.0,2 years,2.0,Yes,1.0,0,1,0,1,0,3.0,3.0,4.0,5.0,4.0,3.0,4.333333333333333,0.042669332220143,1.1717558160039558,Medium,High,Medium supervisor / High institution,3.0,Neither well nor badly,4.0,Somewhat disagree
1740,Doctorate,1.0,Asia,high,0,51-60 hours,2.0,4.0,3.0,3 years,3.0,4 years,4.0,No,0.0,1,0,1,0,0,1.0,2.0,6.0,3.0,3.0,1.5,4.0,-1.0006439638693685,0.8899229862272199,Low,High,Low supervisor / High institution,1.0,Very well,2.0,Strongly agree
1741,Doctorate,1.0,Europe,medium,0,31-40 hours,3.0,5.0,2.0,3 years,3.0,1 year,1.0,Yes,1.0,0,0,0,0,0,3.0,3.0,2.0,3.0,1.0,3.0,2.0,0.042669332220143,-0.801073992433198,Medium,Low,Medium supervisor / Low institution,2.0,Well,1.0,Somewhat agree
1742,Doctorate,1.0,Europe,high,0,41-50 hours,1.0,5.0,2.0,4 years,4.0,3 years,3.0,No,0.0,1,0,1,0,0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,-0.6528728651728645,-0.801073992433198,Low,Low,Low supervisor / Low institution,1.0,Very well,2.0,Strongly agree
1743,Master's,2.0,Asia,high,1,51-60 hours,2.0,3.0,1.0,3 years,3.0,1 year,1.0,Yes,1.0,1,1,0,0,1,3.0,2.0,5.0,1.0,3.0,2.5,3.0,-0.3051017664763607,0.0444244968970109,Medium,Medium,Medium supervisor / Medium institution,3.0,Neither well nor badly,3.0,Neither agree nor disagree
1744,Doctorate,1.0,Europe,high,1,51-60 hours,2.0,3.0,1.0,4 years,4.0,2 years,2.0,Yes,1.0,1,1,0,0,1,5.0,3.0,4.0,5.0,3.0,4.0,4.0,0.7382115296131505,0.8899229862272199,High,High,High supervisor / High institution,1.0,Very well,1.0,Somewhat agree
1745,Doctorate,1.0,Europe,high,0,41-50 hours,1.0,4.0,3.0,3 years,3.0,Less than a year,0.5,Yes,1.0,1,0,1,0,0,5.0,4.0,3.0,3.0,2.0,4.5,2.6666666666666665,1.0859826283096543,-0.2374083328797255,High,Medium,High supervisor / Medium institution,4.0,Badly,1.0,Somewhat agree
1746,Doctorate,1.0,North/Central America,high,0,51-60 hours,2.0,4.0,3.0,4 years,4.0,1 year,1.0,No,0.0,1,0,1,0,0,2.0,2.0,6.0,2.0,3.0,2.0,3.6666666666666665,-0.6528728651728645,0.6080901564504835,Low,High,Low supervisor / High institution,2.0,Well,1.0,Somewhat agree
1747,Doctorate,1.0,Europe,high,0,41-50 hours,1.0,4.0,3.0,4 years,4.0,3 years,3.0,Yes,1.0,1,0,1,0,0,5.0,3.0,3.0,2.0,3.0,4.0,2.6666666666666665,0.7382115296131505,-0.2374083328797255,High,Medium,High supervisor / Medium institution,4.0,Badly,1.0,Somewhat agree
1748,Doctorate,1.0,Asia,high,0,51-60 hours,2.0,5.0,2.0,4 years,4.0,2 years,2.0,No,0.0,1,0,1,0,0,1.0,1.0,2.0,1.0,5.0,1.0,2.6666666666666665,-1.348415062565872,-0.2374083328797255,Low,Medium,Low supervisor / Medium institution,1.0,Very well,2.0,Strongly agree
1749,Doctorate,1.0,Europe,medium,0,21-30 hours,5.0,3.0,1.0,5 years ,5.0,4 years,4.0,Yes,1.0,0,1,0,1,0,1.0,4.0,3.0,2.0,4.0,2.5,3.0,-0.3051017664763607,0.0444244968970109,Medium,Medium,Medium supervisor / Medium institution,2.0,Well,4.0,Somewhat disagree
1750,Doctorate,1.0,Europe,medium,0,31-40 hours,3.0,1.0,5.0,4 years,4.0,3 years,3.0,Yes,1.0,0,1,0,1,0,7.0,4.0,2.0,4.0,2.0,5.5,2.6666666666666665,1.781524825702662,-0.2374083328797255,High,Medium,High supervisor / Medium institution,4.0,Badly,4.0,Somewhat disagree
1751,Doctorate,1.0,South America,high,1,51-60 hours,2.0,2.0,4.0,4 years,4.0,2 years,2.0,Yes,1.0,1,1,0,0,1,2.0,2.0,5.0,3.0,5.0,2.0,4.333333333333333,-0.6528728651728645,1.1717558160039558,Low,High,Low supervisor / High institution,2.0,Well,2.0,Strongly agree
1752,Doctorate,1.0,Asia,high,0,51-60 hours,2.0,5.0,2.0,5 years ,5.0,4 years,4.0,Yes,1.0,1,0,1,0,0,1.0,5.0,2.0,2.0,1.0,3.0,1.6666666666666667,0.042669332220143,-1.0829068222099345,Medium,Low,Medium supervisor / Low institution,1.0,Very well,1.0,Somewhat agree
1753,Doctorate,1.0,Asia,very_high,0,More than 80 hours,7.0,6.0,6.0,5 years ,5.0,Less than a year,0.5,Yes,1.0,1,0,1,0,0,1.0,1.0,1.0,3.0,5.0,1.0,3.0,-1.348415062565872,0.0444244968970109,Low,Medium,Low supervisor / Medium institution,1.0,Very well,2.0,Strongly agree
1754,Master's,2.0,Africa,medium,0,31-40 hours,3.0,,8.0,6 years,6.0,6 years,6.0,No,0.0,0,0,0,0,0,2.0,2.0,3.0,2.0,6.0,2.0,3.6666666666666665,-0.6528728651728645,0.6080901564504835,Low,High,Low supervisor / High institution,2.0,Well,1.0,Somewhat agree
1755,Master's,2.0,Africa,high,0,51-60 hours,2.0,6.0,6.0,2 years,2.0,2 years,2.0,Yes,1.0,1,0,1,0,0,1.0,2.0,6.0,3.0,5.0,1.5,4.666666666666667,-1.0006439638693685,1.4535886457806928,Low,High,Low supervisor / High institution,2.0,Well,2.0,Strongly agree
1756,Doctorate,1.0,Europe,high,0,51-60 hours,2.0,6.0,6.0,3 years,3.0,2 years,2.0,Yes,1.0,1,0,1,0,0,3.0,2.0,5.0,6.0,2.0,2.5,4.333333333333333,-0.3051017664763607,1.1717558160039558,Medium,High,Medium supervisor / High institution,6.0,Unsure/Not applicable,2.0,Strongly agree
1757,Doctorate,1.0,Europe,high,0,41-50 hours,1.0,5.0,2.0,3 years,3.0,1 year,1.0,Yes,1.0,1,0,1,0,0,4.0,5.0,2.0,6.0,1.0,4.5,3.0,1.0859826283096543,0.0444244968970109,High,Medium,High supervisor / Medium institution,2.0,Well,1.0,Somewhat agree
1758,Doctorate,1.0,Africa,high,1,41-50 hours,1.0,3.0,1.0,3 years,3.0,Less than a year,0.5,Yes,1.0,1,1,0,0,1,2.0,6.0,1.0,4.0,3.0,4.0,2.6666666666666665,0.7382115296131505,-0.2374083328797255,High,Medium,High supervisor / Medium institution,1.0,Very well,2.0,Strongly agree
1759,Doctorate,1.0,Europe,high,0,41-50 hours,1.0,5.0,2.0,4 years,4.0,Less than a year,0.5,Yes,1.0,1,0,1,0,0,2.0,5.0,5.0,2.0,2.0,3.5,3.0,0.3904404309166467,0.0444244968970109,Medium,Medium,Medium supervisor / Medium institution,1.0,Very well,2.0,Strongly agree
1760,Doctorate,1.0,Europe,high,1,41-50 hours,1.0,2.0,4.0,4 years,4.0,Less than a year,0.5,No,0.0,1,1,0,0,1,3.0,1.0,1.0,4.0,1.0,2.0,2.0,-0.6528728651728645,-0.801073992433198,Low,Low,Low supervisor / Low institution,5.0,Very badly,3.0,Neither agree nor disagree
1761,Master's,2.0,North/Central America,low,0,Less than 11 hours,9.0,4.0,3.0,6 years,6.0,5 years,5.0,Yes,1.0,0,0,0,0,0,5.0,4.0,1.0,2.0,1.0,4.5,1.3333333333333333,1.0859826283096543,-1.3647396519866708,High,Low,High supervisor / Low institution,3.0,Neither well nor badly,5.0,Strongly disagree
1762,Doctorate,1.0,Asia,high,1,51-60 hours,2.0,2.0,4.0,3 years,3.0,1 year,1.0,Yes,1.0,1,1,0,0,1,4.0,6.0,6.0,7.0,1.0,5.0,4.666666666666667,1.433753727006158,1.4535886457806928,High,High,High supervisor / High institution,2.0,Well,3.0,Neither agree nor disagree
1763,Doctorate,1.0,North/Central America,high,1,41-50 hours,1.0,3.0,1.0,5 years ,5.0,3 years,3.0,Yes,1.0,1,1,0,0,1,5.0,3.0,3.0,4.0,3.0,4.0,3.333333333333333,0.7382115296131505,0.3262573266737473,High,Medium,High supervisor / Medium institution,2.0,Well,4.0,Somewhat disagree
1764,Doctorate,1.0,Europe,high,1,51-60 hours,2.0,3.0,1.0,5 years ,5.0,5 years,5.0,Yes,1.0,1,1,0,0,1,2.0,2.0,4.0,5.0,4.0,2.0,4.333333333333333,-0.6528728651728645,1.1717558160039558,Low,High,Low supervisor / High institution,2.0,Well,1.0,Somewhat agree
1765,Doctorate,1.0,Europe,high,1,51-60 hours,2.0,3.0,1.0,4 years,4.0,3 years,3.0,Yes,1.0,1,1,0,0,1,5.0,3.0,1.0,4.0,3.0,4.0,2.6666666666666665,0.7382115296131505,-0.2374083328797255,High,Medium,High supervisor / Medium institution,1.0,Very well,1.0,Somewhat agree
1766,Doctorate,1.0,North/Central America,very_high,1,71-80 hours,6.0,3.0,1.0,5 years ,5.0,7 years,7.0,No,0.0,1,1,0,0,1,6.0,4.0,1.0,3.0,4.0,5.0,2.6666666666666665,1.433753727006158,-0.2374083328797255,High,Medium,High supervisor / Medium institution,5.0,Very badly,4.0,Somewhat disagree
1767,Doctorate,1.0,North/Central America,medium,0,31-40 hours,3.0,5.0,2.0,4 years,4.0,2 years,2.0,Yes,1.0,0,0,0,0,0,3.0,5.0,5.0,3.0,6.0,4.0,4.666666666666667,0.7382115296131505,1.4535886457806928,High,High,High supervisor / High institution,1.0,Very well,2.0,Strongly agree
